Bookmark,,,,,,,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Traffic%20Counts%20(1985%20-%20Last%20Calendar%20Year),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotal,YearTotal,TrafficCountTotal
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,1,"3,672",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,2,768,Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,3,"1,913",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,4,598,Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,5,"1,794",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,6,"4,114",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,7,"5,558",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,8,"4,867",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,9,"4,060",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,10,"3,370",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,11,"1,790",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,12,"2,181",Capulin Volcano NM,CAVO,National Monument,Intermountain ,Main Park Road,2020,"34,685"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,1,"9,781",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,2,"1,762",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,3,"6,703",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,4,"1,000",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,5,"1,100",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,6,"3,450",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,7,"7,376",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,8,"6,490",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,9,"6,219",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,10,"7,919",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,11,"3,188",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,12,"6,492",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"61,480"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,1,503,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,2,456,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,3,825,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,4,759,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,5,892,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,6,"1,832",Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,7,784,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,8,859,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,9,885,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,10,928,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,11,933,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,12,550,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,TRAFFIC COUNT AT RATTLESNAKE SPRINGS,2020,"10,206"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,1,"2,585",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,2,"1,889",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,3,"1,552",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,4,"2,672",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,5,"11,101",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,6,"15,916",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,7,"21,536",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,8,"17,665",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,9,"22,796",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,10,"11,965",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,11,"4,391",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,12,"4,457",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT EAST ENTRANCE,2020,"118,525"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,1,"3,675",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,2,"2,694",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,3,"2,254",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,4,"3,445",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,5,"11,607",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,6,"16,324",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,7,"25,190",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,8,"20,828",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,9,"19,509",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,10,"15,113",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,11,"5,916",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,12,"5,837",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH ENTRANCE,2020,"132,392"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,1,323,Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,2,258,Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,3,195,Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,4,107,Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,5,"7,724",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,6,"18,333",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,7,"25,442",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,8,"21,130",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,9,"21,229",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,10,"16,646",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,11,"1,564",Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,12,76,Cedar Breaks NM,CEBR,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH ENTRANCE,2020,"113,027"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,1,"12,812",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,2,"12,434",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,3,"12,819",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,4,"1,500",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,5,"13,013",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,6,"13,546",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,7,"16,310",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,8,"15,985",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,9,"15,825",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,10,"15,477",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,11,"14,371",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,12,"13,686",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Adjusted Traffic Count at Azalea,2020,"157,776"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,1,269,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,2,181,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,3,275,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,4,75,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,5,243,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,6,413,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,7,467,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,8,419,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,9,368,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,10,316,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,11,348,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,12,231,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Allenbrook Adj Traffic Count,2020,"3,602"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,1,"2,481",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,2,"2,238",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,3,"2,642",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,4,150,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,5,"2,355",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,6,"4,050",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,7,"5,222",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,8,"4,837",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,9,"4,466",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,10,"3,610",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,11,"4,234",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,12,"3,530",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,Palisades East Adj Traffic Count,2020,"39,812"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,1,398,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,2,580,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,3,399,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,4,150,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,5,667,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,6,"2,630",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,7,"3,670",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,8,"2,905",Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT ABBOTTS BRIDGE,2020,"15,505"
